store,ano,data,feriado,vendas,media_ano,uplift
5,2010,2010-09-10,Labor Day,306533.08,309083.974375,0.9917469212690235
5,2010,2010-11-26,Thanksgiving,488362.61,309083.974375,1.5800321287686303
5,2010,2010-12-31,Christmas,298180.18,309083.974375,0.9647222267118553
5,2011,2011-02-11,Super Bowl,311590.54,316746.53846153844,0.9837220053403535
5,2011,2011-09-09,Labor Day,321110.22,316746.53846153844,1.0137765721439491
5,2011,2011-11-25,Thanksgiving,507900.07,316746.53846153844,1.6034905147406142
5,2011,2011-12-30,Christmas,349624.88,316746.53846153844,1.1038001605263126
5,2012,2012-02-10,Super Bowl,349239.88,329507.8634883721,1.0598832947497296
5,2012,2012-09-07,Labor Day,350648.91,329507.8634883721,1.0641594597707495
6,2010,2010-02-12,Super Bowl,1606283.86,1602340.014375,1.0024613038366508
6,2010,2010-09-10,Labor Day,1424225.44,1602340.014375,0.8888409621072376
6,2010,2010-11-26,Thanksgiving,2267452.4,1602340.014375,1.4150881708364689
6,2010,2010-12-31,Christmas,1464050.02,1602340.014375,0.9136949753895145
6,2011,2011-02-11,Super Bowl,1486920.17,1548630.0567307693,0.9601519507757444
6,2011,2011-09-09,Labor Day,1483574.38,1548630.0567307693,0.9579914670724492
6,2011,2011-11-25,Thanksgiving,2249811.55,1548630.0567307693,1.452775335349914
6,2011,2011-12-30,Christmas,1598080.52,1548630.0567307693,1.0319317470652887
6,2012,2012-02-10,Super Bowl,1620603.92,1542210.3953488374,1.0508319259729997
6,2012,2012-09-07,Labor Day,1608077.01,1542210.3953488374,1.0427092275151368
7,2010,2010-02-12,Super Bowl,524104.92,532668.2947916667,0.9839236258748685
7,2010,2010-09-10,Labor Day,535769.32,532668.2947916667,1.0058216815955718
7,2010,2010-11-26,Thanksgiving,835189.26,532668.2947916667,1.5679349947543868
7,2010,2010-12-31,Christmas,729572.08,532668.2947916667,1.3696555382282418
7,2011,2011-02-11,Super Bowl,559903.13,589666.1638461539,0.949525620306884
7,2011,2011-09-09,Labor Day,613135.23,589666.1638461539,1.0398005983602092
7,2011,2011-11-25,Thanksgiving,949075.87,589666.1638461539,1.6095138710513115
7,2011,2011-12-30,Christmas,815915.52,589666.1638461539,1.3836905863448448
7,2012,2012-02-10,Super Bowl,563460.77,589943.1737209302,0.9551102463752592
7,2012,2012-09-07,Labor Day,597876.55,589943.1737209302,1.0134476956975904
8,2010,2010-02-12,Super Bowl,994801.4,900093.2258333332,1.1052204054518722
8,2010,2010-09-10,Labor Day,831425.2,900093.2258333332,0.9237100959517184
8,2010,2010-11-26,Thanksgiving,1261693.16,900093.2258333332,1.401736091094216
8,2010,2010-12-31,Christmas,773586.49,900093.2258333332,0.8594515187955009
8,2011,2011-02-11,Super Bowl,996147.39,913707.4261538461,1.09022577850021
8,2011,2011-09-09,Labor Day,848358.09,913707.4261538461,0.9284789263135059
8,2011,2011-11-25,Thanksgiving,1235163.86,913707.4261538461,1.3518154987524733
8,2011,2011-12-30,Christmas,858572.22,913707.4261538461,0.9396577016059376
8,2012,2012-02-10,Super Bowl,1021400.42,912416.7472093024,1.1194450596441075
8,2012,2012-09-07,Labor Day,932160.37,912416.7472093024,1.0216388211319938
9,2010,2010-02-12,Super Bowl,552677.48,523525.4116666667,1.0556841514923343
9,2010,2010-09-10,Labor Day,484835.2,523525.4116666667,0.9260967838342467
9,2010,2010-11-26,Thanksgiving,768070.53,523525.4116666667,1.4671122220310433
9,2010,2010-12-31,Christmas,459770.85,523525.4116666667,0.878220693311331
9,2011,2011-02-11,Super Bowl,555279.02,551653.2625,1.0065725297872232
9,2011,2011-09-09,Labor Day,528784.86,551653.2625,0.958545695177503
9,2011,2011-11-25,Thanksgiving,814753.5,551653.2625,1.4769304477737955
9,2011,2011-12-30,Christmas,549788.36,551653.2625,0.9966194299449104
9,2012,2012-02-10,Super Bowl,609736.12,557535.571627907,1.0936272966757556
9,2012,2012-09-07,Labor Day,565812.29,557535.571627907,1.0148451844030804
10,2010,2010-02-12,Super Bowl,2176028.52,1968170.8793750003,1.1056095498633765
10,2010,2010-09-10,Labor Day,1720530.23,1968170.8793750003,0.8741772617560324
10,2010,2010-11-26,Thanksgiving,2939946.38,1968170.8793750003,1.4937454927356666
10,2010,2010-12-31,Christmas,1707298.14,1968170.8793750003,0.8674542225429931
10,2011,2011-02-11,Super Bowl,2115408.31,1902247.9757692313,1.1120570698173937
10,2011,2011-09-09,Labor Day,1670579.82,1902247.9757692313,0.878213482826523
10,2011,2011-11-25,Thanksgiving,2950198.64,1902247.9757692313,1.5509011851133647
10,2011,2011-12-30,Christmas,1930690.37,1902247.9757692313,1.0149519907988165
10,2012,2012-02-10,Super Bowl,2218595.8,1819270.1613953484,1.219497712367456
10,2012,2012-09-07,Labor Day,1708283.28,1819270.1613953484,0.9389937328987887
11,2010,2010-02-12,Super Bowl,1574684.08,1359482.0464583333,1.1582970765243294
11,2010,2010-09-10,Labor Day,1231428.46,1359482.0464583333,0.9058070779294708
11,2010,2010-11-26,Thanksgiving,1757242.51,1359482.0464583333,1.2925823585371325
11,2010,2010-12-31,Christmas,1172003.1,1359482.0464583333,0.8620953127356513
11,2011,2011-02-11,Super Bowl,1419236.9,1356222.7478846153,1.0464629812570772
11,2011,2011-09-09,Labor Day,1249439.95,1356222.7478846153,0.9212645577202041
11,2011,2011-11-25,Thanksgiving,1848953.48,1356222.7478846153,1.3633110658879062
11,2011,2011-12-30,Christmas,1352084.21,1356222.7478846153,0.9969484821788527
11,2012,2012-02-10,Super Bowl,1574287.76,1353117.806511628,1.163452104779076
11,2012,2012-09-07,Labor Day,1304584.4,1353117.806511628,0.964132164784123
12,2010,2010-02-12,Super Bowl,1117863.33,1007716.3304166667,1.109303577066961
12,2010,2010-09-10,Labor Day,903119.03,1007716.3304166667,0.8962036266958002
12,2010,2010-11-26,Thanksgiving,1601377.41,1007716.3304166667,1.5891152714949737
12,2010,2010-12-31,Christmas,891736.91,1007716.3304166667,0.8849086623725628
12,2011,2011-02-11,Super Bowl,1086421.57,1011192.3186538463,1.0743965811036846
12,2011,2011-09-09,Labor Day,922850.57,1011192.3186538463,0.9126360564413191
12,2011,2011-11-25,Thanksgiving,1591920.42,1011192.3186538463,1.5743003488389333
12,2011,2011-12-30,Christmas,1111638.07,1011192.3186538463,1.099333973857587
12,2012,2012-02-10,Super Bowl,1199330.85,1007787.1097674419,1.19006369338933
12,2012,2012-09-07,Labor Day,955146.04,1007787.1097674419,0.9477656845803581
13,2010,2010-02-12,Super Bowl,2030933.46,1984848.6552083334,1.0232182966044983
13,2010,2010-09-10,Labor Day,1772143.94,1984848.6552083334,0.8928358015357057
13,2010,2010-11-26,Thanksgiving,2766400.05,1984848.6552083334,1.3937586841902732
13,2010,2010-12-31,Christmas,1675292.0,1984848.6552083334,0.8440401718307123
13,2011,2011-02-11,Super Bowl,1944438.9,2010336.7948076923,0.9672204702327024
13,2011,2011-09-09,Labor Day,1872921.31,2010336.7948076923,0.931645540606624
13,2011,2011-11-25,Thanksgiving,2864170.61,2010336.7948076923,1.4247217766682647
13,2011,2011-12-30,Christmas,1969056.91,2010336.7948076923,0.9794661845147986
13,2012,2012-02-10,Super Bowl,2069284.57,2016452.4423255813,1.0262005324625891
13,2012,2012-09-07,Labor Day,2165796.31,2016452.4423255813,1.0740626778691493
14,2010,2010-02-12,Super Bowl,1704218.84,2197130.049583333,0.7756567893298764
14,2010,2010-09-10,Labor Day,2191767.76,2197130.049583333,0.9975594118407556
14,2010,2010-11-26,Thanksgiving,2921709.71,2197130.049583333,1.329784602670232
14,2010,2010-12-31,Christmas,1623716.46,2197130.049583333,0.7390170009772175
14,2011,2011-02-11,Super Bowl,1980405.03,2040312.898076923,0.9706379016015687
14,2011,2011-09-09,Labor Day,2202742.9,2040312.898076923,1.0796103392161926
14,2011,2011-11-25,Thanksgiving,2685351.81,2040312.898076923,1.316147053979344
14,2011,2011-12-30,Christmas,1914148.89,2040312.898076923,0.9381643824357343
14,2012,2012-02-10,Super Bowl,2077256.24,1800962.7502325582,1.1534143278264717
14,2012,2012-09-07,Labor Day,1904512.34,1800962.7502325582,1.0574967970626103
15,2010,2010-02-12,Super Bowl,682447.1,667156.8397916667,1.0229185392345044
15,2010,2010-09-10,Labor Day,641965.2,667156.8397916667,0.9622403034951521
15,2010,2010-11-26,Thanksgiving,1120018.92,667156.8397916667,1.678794030425812
15,2010,2010-12-31,Christmas,543754.17,667156.8397916667,0.8150319948301786
15,2011,2011-02-11,Super Bowl,582864.35,620819.7096153847,0.9388625086679365
15,2011,2011-09-09,Labor Day,607593.51,620819.7096153847,0.9786955868015552
15,2011,2011-11-25,Thanksgiving,1066478.1,620819.7096153847,1.7178547708491945
15,2011,2011-12-30,Christmas,603460.79,620819.7096153847,0.9720387105200977
15,2012,2012-02-10,Super Bowl,628218.22,577384.435116279,1.088041488117849
15,2012,2012-09-07,Labor Day,587259.82,577384.435116279,1.0171036562177713
16,2010,2010-02-12,Super Bowl,472044.28,515179.845625,0.9162708596011374
16,2010,2010-09-10,Labor Day,537518.57,515179.845625,1.0433610215242393
16,2010,2010-11-26,Thanksgiving,651837.77,515179.845625,1.2652625593480096
16,2010,2010-12-31,Christmas,575317.38,515179.845625,1.1167311471628767
16,2011,2011-02-11,Super Bowl,466806.89,527333.9901923076,0.8852205598007543
16,2011,2011-09-09,Labor Day,574622.56,527333.9901923076,1.089674799438677
16,2011,2011-11-25,Thanksgiving,712422.4,527333.9901923076,1.3509889619294113
16,2011,2011-12-30,Christmas,665861.06,527333.9901923076,1.2626932312047143
16,2012,2012-02-10,Super Bowl,473766.97,514009.89116279077,0.9217078856755977
16,2012,2012-09-07,Labor Day,537138.58,514009.89116279077,1.044996583207548
17,2010,2010-02-12,Super Bowl,841951.91,856352.5091666667,0.9831837952098954
17,2010,2010-09-10,Labor Day,1200888.28,856352.5091666667,1.402329376215185
17,2010,2010-11-26,Thanksgiving,1005448.76,856352.5091666667,1.1741061645027722
17,2010,2010-12-31,Christmas,635862.55,856352.5091666667,0.7425243030101825
17,2011,2011-02-11,Super Bowl,813211.46,892150.7646153844,0.9115179768417102
17,2011,2011-09-09,Labor Day,1161900.18,892150.7646153844,1.302358554275193
17,2011,2011-11-25,Thanksgiving,1225700.28,892150.7646153844,1.3738712430834628
17,2011,2011-12-30,Christmas,777207.3,892150.7646153844,0.8711613897849007
17,2012,2012-02-10,Super Bowl,880165.7,936869.2704651164,0.939475471922603
17,2012,2012-09-07,Labor Day,1255633.29,936869.2704651164,1.340243862814105
18,2010,2010-02-12,Super Bowl,1187880.7,1166217.0270833333,1.0185760217983155
18,2010,2010-09-10,Labor Day,1011201.12,1166217.0270833333,0.8670779936466693
18,2010,2010-11-26,Thanksgiving,1653759.36,1166217.0270833333,1.4180545486769238
18,2010,2010-12-31,Christmas,887907.01,1166217.0270833333,0.761356582334099
18,2011,2011-02-11,Super Bowl,1122053.58,1042648.8482692308,1.0761567347075471
18,2011,2011-09-09,Labor Day,951549.61,1042648.8482692308,0.9126271146604601
18,2011,2011-11-25,Thanksgiving,1624170.99,1042648.8482692308,1.5577353705382981
18,2011,2011-12-30,Christmas,1010562.49,1042648.8482692308,0.9692261125857538
18,2012,2012-02-10,Super Bowl,1161615.51,1044618.065116279,1.1120002121260442
18,2012,2012-09-07,Labor Day,1083521.24,1044618.065116279,1.037241529878569
19,2010,2010-02-12,Super Bowl,1536549.95,1512094.3466666667,1.0161733316358497
19,2010,2010-09-10,Labor Day,1591453.39,1512094.3466666667,1.0524828649140023
19,2010,2010-11-26,Thanksgiving,1993367.83,1512094.3466666667,1.3182827079502517
19,2010,2010-12-31,Christmas,1275146.94,1512094.3466666667,0.8432985301552083
19,2011,2011-02-11,Super Bowl,1430851.11,1439267.3111538463,0.9941524405587319
19,2011,2011-09-09,Labor Day,1566712.79,1439267.3111538463,1.0885488594498696
19,2011,2011-11-25,Thanksgiving,1974646.78,1439267.3111538463,1.371980565873441
19,2011,2011-12-30,Christmas,1405168.06,1439267.3111538463,0.9763079096637655
19,2012,2012-02-10,Super Bowl,1499496.67,1377033.3320930232,1.0889327331828913
19,2012,2012-09-07,Labor Day,1497073.82,1377033.3320930232,1.0871732623381898
20,2010,2010-02-12,Super Bowl,2109107.9,2119439.1816666666,0.9951254644360483
20,2010,2010-09-10,Labor Day,2014954.79,2119439.1816666666,0.95070186841384
20,2010,2010-11-26,Thanksgiving,2811634.04,2119439.1816666666,1.3265934046708578
20,2010,2010-12-31,Christmas,1799737.79,2119439.1816666666,0.8491575533602892
20,2011,2011-02-11,Super Bowl,2211388.14,2112250.0453846157,1.0469348289668672
20,2011,2011-09-09,Labor Day,2050542.56,2112250.0453846157,0.9707858993685667
20,2011,2011-11-25,Thanksgiving,2906233.25,2112250.0453846157,1.3758945141699876
20,2011,2011-12-30,Christmas,2043245.0,2112250.0453846157,0.9673310243096477
20,2012,2012-02-10,Super Bowl,2462978.28,2089016.4972093021,1.1790133219580936
20,2012,2012-09-07,Labor Day,2080529.06,2089016.4972093021,0.9959371133638052
21,2010,2010-02-12,Super Bowl,809321.44,783981.4222916666,1.0323222170676718
21,2010,2010-09-10,Labor Day,674055.81,783981.4222916666,0.8597854372998514
21,2010,2010-11-26,Thanksgiving,1245628.61,783981.4222916666,1.5888496520222206
21,2010,2010-12-31,Christmas,672903.23,783981.4222916666,0.8583152749117798
21,2011,2011-02-11,Super Bowl,771908.51,773747.768076923,0.9976229229306932
21,2011,2011-09-09,Labor Day,653989.65,773747.768076923,0.845223310466445
21,2011,2011-11-25,Thanksgiving,1219263.4,773747.768076923,1.5757892304237129
21,2011,2011-12-30,Christmas,804362.36,773747.768076923,1.039566630349276
21,2012,2012-02-10,Super Bowl,770652.79,703532.2490697674,1.0954050663903205
21,2012,2012-09-07,Labor Day,642827.29,703532.2490697674,0.9137140349286996
22,2010,2010-02-12,Super Bowl,1022571.25,1059693.341875,0.9649690241430442
22,2010,2010-09-10,Labor Day,924174.4,1059693.341875,0.8721149444657117
22,2010,2010-11-26,Thanksgiving,1564502.26,1059693.341875,1.476372643081631
22,2010,2010-12-31,Christmas,774262.28,1059693.341875,0.7306474896124534
22,2011,2011-02-11,Super Bowl,1009206.33,1029898.3063461538,0.979908718930159
22,2011,2011-09-09,Labor Day,1004434.54,1029898.3063461538,0.9752754556549438
22,2011,2011-11-25,Thanksgiving,1535857.49,1029898.3063461538,1.4912710124253674
22,2011,2011-12-30,Christmas,982661.14,1029898.3063461538,0.9541341450363768
22,2012,2012-02-10,Super Bowl,1034448.07,991992.0053488374,1.0427987971901373
22,2012,2012-09-07,Labor Day,996628.8,991992.0053488374,1.0046742258265802
23,2010,2010-02-12,Super Bowl,1380892.08,1410606.360625,0.9789351009222486
23,2010,2010-09-10,Labor Day,1272842.85,1410606.360625,0.9023373816604934
23,2010,2010-11-26,Thanksgiving,2072685.05,1410606.360625,1.469357510256548
23,2010,2010-12-31,Christmas,1169773.85,1410606.360625,0.8292702221204407
23,2011,2011-02-11,Super Bowl,1249786.4,1389875.649807692,0.8992073500769113
23,2011,2011-09-09,Labor Day,1423289.9,1389875.649807692,1.0240411796529647
23,2011,2011-11-25,Thanksgiving,2057059.53,1389875.649807692,1.4800313468939628
23,2011,2011-12-30,Christmas,1213486.95,1389875.649807692,0.873090301400634
23,2012,2012-02-10,Super Bowl,1358444.07,1366697.1802325584,0.9939612736808647
23,2012,2012-09-07,Labor Day,1427162.26,1366697.1802325584,1.0442417535076445
24,2010,2010-02-12,Super Bowl,1414107.1,1393555.1716666666,1.014747839734794
24,2010,2010-09-10,Labor Day,1474498.59,1393555.1716666666,1.058084114629295
24,2010,2010-11-26,Thanksgiving,1779276.51,1393555.1716666666,1.2767894276277685
24,2010,2010-12-31,Christmas,1208600.05,1393555.1716666666,0.8672782208934982
24,2011,2011-02-11,Super Bowl,1341240.62,1344980.324423077,0.9972195099399086
24,2011,2011-09-09,Labor Day,1527455.19,1344980.324423077,1.135671029726918
24,2011,2011-11-25,Thanksgiving,1761235.67,1344980.324423077,1.3094880557122452
24,2011,2011-12-30,Christmas,1363973.16,1344980.324423077,1.0141212739190588
24,2012,2012-02-10,Super Bowl,1403460.87,1329916.19,1.0553002366261894
24,2012,2012-09-07,Labor Day,1477134.75,1329916.19,1.1106976222313678
25,2010,2010-02-12,Super Bowl,583364.02,732005.5779166667,0.7969393097526527
25,2010,2010-09-10,Labor Day,655811.95,732005.5779166667,0.8959111375441721
25,2010,2010-11-26,Thanksgiving,1115240.61,732005.5779166667,1.5235411363586109
25,2010,2010-12-31,Christmas,623092.54,732005.5779166667,0.8512128306089689
25,2011,2011-02-11,Super Bowl,615666.78,700661.6484615385,0.8786934197866203
25,2011,2011-09-09,Labor Day,673248.48,700661.6484615385,0.9608753118973611
25,2011,2011-11-25,Thanksgiving,1116211.39,700661.6484615385,1.5930818997313398
25,2011,2011-12-30,Christmas,683665.37,700661.6484615385,0.975742530651053
25,2012,2012-02-10,Super Bowl,658984.38,685825.7141860466,0.9608627474432007
25,2012,2012-09-07,Labor Day,671482.9,685825.7141860466,0.979086794371557
26,2010,2010-02-12,Super Bowl,1015684.09,1008139.5370833334,1.0074836395549904
26,2010,2010-09-10,Labor Day,1042226.3,1008139.5370833334,1.0338115525309957
26,2010,2010-11-26,Thanksgiving,1286833.62,1008139.5370833334,1.2764439570765784
26,2010,2010-12-31,Christmas,877268.29,1008139.5370833334,0.8701853837991919
26,2011,2011-02-11,Super Bowl,1010711.08,1000947.1484615385,1.0097546923965652
26,2011,2011-09-09,Labor Day,1069710.97,1000947.1484615385,1.068698753619661
26,2011,2011-11-25,Thanksgiving,1282320.05,1000947.1484615385,1.2811066518056755
26,2011,2011-12-30,Christmas,972834.42,1000947.1484615385,0.9719138732701843
26,2012,2012-02-10,Super Bowl,1081005.64,999452.1927906977,1.0815981472626384
26,2012,2012-09-07,Labor Day,1081874.03,999452.1927906977,1.0824670132336813
27,2010,2010-02-12,Super Bowl,1745362.72,1875274.5118749999,0.9307238534666015
27,2010,2010-09-10,Labor Day,1913494.81,1875274.5118749999,1.0203811750668896
27,2010,2010-11-26,Thanksgiving,2627910.75,1875274.5118749999,1.4013472338897595
27,2010,2010-12-31,Christmas,1440963.0,1875274.5118749999,0.7684011012122423
27,2011,2011-02-11,Super Bowl,1636224.77,1767743.9267307692,0.9256005608380179
27,2011,2011-09-09,Labor Day,1911470.84,1767743.9267307692,1.0813052790598674
27,2011,2011-11-25,Thanksgiving,2504400.71,1767743.9267307692,1.4167214335345444
27,2011,2011-12-30,Christmas,1650604.6,1767743.9267307692,0.933735127039919
27,2012,2012-02-10,Super Bowl,1651605.35,1672559.4446511625,0.9874718386134654
27,2012,2012-09-07,Labor Day,1840955.23,1672559.4446511625,1.1006814949910249
28,2010,2010-02-12,Super Bowl,1558968.49,1349557.6027083334,1.1551700252522858
28,2010,2010-09-10,Labor Day,1246062.17,1349557.6027083334,0.923311585588762
28,2010,2010-11-26,Thanksgiving,1937033.5,1349557.6027083334,1.43530998314759
28,2010,2010-12-31,Christmas,1090558.57,1349557.6027083334,0.8080859741084292
28,2011,2011-02-11,Super Bowl,1397301.38,1329923.2419230768,1.0506631781090567
28,2011,2011-09-09,Labor Day,1310087.0,1329923.2419230768,0.9850846715827046
28,2011,2011-11-25,Thanksgiving,1929738.27,1329923.2419230768,1.451014772258275
28,2011,2011-12-30,Christmas,1270036.53,1329923.2419230768,0.9549697982294977
28,2012,2012-02-10,Super Bowl,1572966.15,1286718.7690697673,1.222463049277796
28,2012,2012-09-07,Labor Day,1469693.99,1286718.7690697673,1.142202962549862
29,2010,2010-02-12,Super Bowl,529672.95,561392.239375,0.9434988816191808
29,2010,2010-09-10,Labor Day,491290.37,561392.239375,0.8751285385543544
29,2010,2010-11-26,Thanksgiving,975268.91,561392.239375,1.737232618473263
29,2010,2010-12-31,Christmas,465992.02,561392.239375,0.8300649480277651
29,2011,2011-02-11,Super Bowl,550387.78,537506.6384615385,1.0239646185121176
29,2011,2011-09-09,Labor Day,505406.72,537506.6384615385,0.9402799590468027
29,2011,2011-11-25,Thanksgiving,913165.19,537506.6384615385,1.6988909990278043
29,2011,2011-12-30,Christmas,551743.05,537506.6384615385,1.026486019929371
29,2012,2012-02-10,Super Bowl,545840.05,517311.20046511624,1.0551483314284196
29,2012,2012-09-07,Labor Day,540811.85,517311.20046511624,1.0454284568239665
30,2010,2010-02-12,Super Bowl,497374.57,452897.638125,1.09820526346557
30,2010,2010-09-10,Labor Day,455162.92,452897.638125,1.0050017524586312
30,2010,2010-11-26,Thanksgiving,462732.36,452897.638125,1.0217151096563801
30,2010,2010-12-31,Christmas,397631.02,452897.638125,0.877971061289248
30,2011,2011-02-11,Super Bowl,470921.24,426579.7771153845,1.103946472063118
30,2011,2011-09-09,Labor Day,370897.82,426579.7771153845,0.8694688306794177
30,2011,2011-11-25,Thanksgiving,452163.93,426579.7771153845,1.0599750720899628
30,2011,2011-12-30,Christmas,376777.45,426579.7771153845,0.8832520204024731
30,2012,2012-02-10,Super Bowl,451365.99,437108.1413953489,1.0326185839484407
30,2012,2012-09-07,Labor Day,433565.77,437108.1413953489,0.9918958924351288
31,2010,2010-02-12,Super Bowl,1543947.23,1365839.0158333334,1.1304020547824212
31,2010,2010-09-10,Labor Day,1308179.02,1365839.0158333334,0.9577841933310468
31,2010,2010-11-26,Thanksgiving,1858856.06,1365839.0158333334,1.360962777056024
31,2010,2010-12-31,Christmas,1198071.6,1365839.0158333334,0.8771689680200165
31,2011,2011-02-11,Super Bowl,1539230.32,1426331.26,1.0791534639716163
31,2011,2011-09-09,Labor Day,1376670.27,1426331.26,0.9651827093798674
31,2011,2011-11-25,Thanksgiving,1934099.65,1426331.26,1.3559961169188706
31,2011,2011-12-30,Christmas,1355405.95,1426331.26,0.9502743072461302
31,2012,2012-02-10,Super Bowl,1527688.58,1392660.6330232557,1.096956820473642
31,2012,2012-09-07,Labor Day,1358111.62,1392660.6330232557,0.9751920803934445
32,2010,2010-02-12,Super Bowl,1123566.12,1149811.1808333334,0.9771744602324078
32,2010,2010-09-10,Labor Day,1028635.39,1149811.1808333334,0.8946124434574463
32,2010,2010-11-26,Thanksgiving,1634635.86,1149811.1808333334,1.421655909464445
32,2010,2010-12-31,Christmas,955463.84,1149811.1808333334,0.8309745599338503
32,2011,2011-02-11,Super Bowl,1124357.2,1179753.7207692307,0.9530439957136895
32,2011,2011-09-09,Labor Day,1128237.3,1179753.7207692307,0.9563329024843926
32,2011,2011-11-25,Thanksgiving,1684468.66,1179753.7207692307,1.4278138143117545
32,2011,2011-12-30,Christmas,1102367.65,1179753.7207692307,0.9344048936596927
32,2012,2012-02-10,Super Bowl,1129422.86,1169328.2790697676,0.9658732113264948
32,2012,2012-09-07,Labor Day,1126685.95,1169328.2790697676,0.9635326282336294
33,2010,2010-02-12,Super Bowl,294882.83,265975.71375,1.1086832923293548
33,2010,2010-09-10,Labor Day,272834.88,265975.71375,1.025788693837089
33,2010,2010-11-26,Thanksgiving,240044.57,265975.71375,0.9025055957764114
33,2010,2010-12-31,Christmas,219804.85,265975.71375,0.8264094751395324
33,2011,2011-02-11,Super Bowl,276198.74,249189.16673076924,1.1083898374218355
33,2011,2011-09-09,Labor Day,281842.28,249189.16673076924,1.1310374511766401
33,2011,2011-11-25,Thanksgiving,255996.47,249189.16673076924,1.0273178138461596
33,2011,2011-12-30,Christmas,215359.21,249189.16673076924,0.8642398577169286
33,2012,2012-02-10,Super Bowl,282552.58,265943.0472093024,1.0624552247745949
33,2012,2012-09-07,Labor Day,286428.78,265943.0472093024,1.0770305259177353
34,2010,2010-02-12,Super Bowl,994610.99,961467.0164583334,1.0344722938741633
34,2010,2010-09-10,Labor Day,932240.96,961467.0164583334,0.9696026426720381
34,2010,2010-11-26,Thanksgiving,1309476.68,961467.0164583334,1.3619569445279542
34,2010,2010-12-31,Christmas,902109.69,961467.0164583334,0.9382637933051697
34,2011,2011-02-11,Super Bowl,1015654.6,968465.0396153845,1.048726137190617
34,2011,2011-09-09,Labor Day,930506.14,968465.0396153845,0.9608050904651556
34,2011,2011-11-25,Thanksgiving,1345595.82,968465.0396153845,1.3894108356605097
34,2011,2011-12-30,Christmas,965512.36,968465.0396153845,0.996951175835364
34,2012,2012-02-10,Super Bowl,1047658.09,970678.2360465118,1.0793052229820466
